!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(MAIN),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(WIN32),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(_WIN32),
def(INET_SOCKETS),
def(PROTO),
True,
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
