!def(NO_CONSOLE),
def(WSDEBUG),
True,
def(FEAT_BEVAL),
def(DEBUG),
!def(PROTO),
!def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(PROTO),
