def(FEAT_BEVAL),
def(DEBUG),
def(__MINT__),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(_WIN32),
!def(FEAT_PROFILE),
def(INET_SOCKETS),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(WSDEBUG),
def(LESSTIF_VERSION),
True,
def(FEAT_PROFILE),
def(FEAT_JOB_CHANNEL),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(WIN32),
def(NBDEBUG),
def(MAIN),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
