def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_BEVAL_GUI),
True,
!def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(WIN32),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(PROTO),
def(MAIN),
def(__MINT__),
def(FEAT_JOB_CHANNEL),
def(NBDEBUG),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
