def(__MINT__),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WIN32),
!def(FEAT_GUI_GTK),
def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
!def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(_WIN32),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(LESSTIF_VERSION),
True,
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(MAIN),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_JOB_CHANNEL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
