!def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_JOB_CHANNEL),
def(FEAT_SUN_WORKSHOP),
def(FEAT_PROFILE),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(WIN32),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_GUI),
def(__MINT__),
def(MAIN),
True,
def(DEBUG),
def(_WIN32),
