def(MAIN),
!def(INET_SOCKETS),
def(PROTO),
def(_WIN32),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_W32),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
def(DEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_BEVAL_GUI),
def(FEAT_SUN_WORKSHOP),
True,
def(FEAT_TOOLBAR),
def(WIN32),
def(__MINT__),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_PROFILE),
