def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
def(WSDEBUG),
!def(PROTO),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
def(FEAT_GUI),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(NBDEBUG),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
