def(FEAT_RIGHTLEFT),
def(FEAT_MBYTE),
True,
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(NBDEBUG),
!def(PROTO),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(PROTO),
!def(FEAT_GUI_GTK),
def(FEAT_EMACS_TAGS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
!def(FEAT_EMACS_TAGS),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(INET_SOCKETS),
