def(WSDEBUG),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(_WIN32),
!def(FEAT_GUI_W32),
def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_SENSE),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(__MINT__),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MAIN),
!def(FEAT_PROFILE),
True,
def(WIN32),
