def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_BEVAL),
!def(PROTO),
def(JUMPLIST_ROTATE),
def(PROTO),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(FEAT_CLIPBOARD),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(WSDEBUG),
def(__BORLANDC__),
True,
def(DEBUG),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_MBYTE),
!def(NO_CONSOLE),
