!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(INET_SOCKETS),
def(DEBUG),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
def(PROTO),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
