def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(DEBUG),
!def(NO_CONSOLE),
def(PROTO),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(WSDEBUG),
def(__BORLANDC__),
True,
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
def(NBDEBUG),
