def(PROTO),
def(NBDEBUG),
!def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
!def(PROTO),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
