!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
!def(PROTO),
!def(FEAT_BEVAL),
!def(NO_CONSOLE),
!def(FEAT_RIGHTLEFT),
def(DEBUG),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
True,
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(FEAT_GUI),
def(FEAT_RIGHTLEFT),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
