def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_GTK),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
True,
!def(INET_SOCKETS),
def(DEBUG),
!def(FEAT_GUI_W32),
!def(PROTO),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(FEAT_GUI),
!def(NO_CONSOLE),
def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
!def(FEAT_BEVAL),
