def(__BORLANDC__),
True,
def(NBDEBUG),
!def(FEAT_GUI_GTK),
!def(FEAT_MBYTE),
def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(RISCOS),
!def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(DEBUG),
def(PROTO),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
def(FEAT_RIGHTLEFT),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
!def(NO_CONSOLE),
!def(RISCOS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(WSDEBUG),
!def(PROTO),
def(FEAT_BEVAL),
