!def(INET_SOCKETS),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
!def(PROTO),
!def(FEAT_GUI_W32),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(NBDEBUG),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
