def(FEAT_GUI),
def(DEBUG),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
True,
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
def(JUMPLIST_ROTATE),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_MBYTE),
def(WSDEBUG),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
def(NBDEBUG),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
!def(PROTO),
