def(WSDEBUG_TRACE),
def(DEBUG),
!def(FEAT_PROFILE),
def(_WIN32),
def(PROTO),
def(MAIN),
def(WIN32),
def(FEAT_JOB_CHANNEL),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
True,
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG),
def(__MINT__),
