def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(FEAT_MBYTE),
def(__BORLANDC__),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
True,
def(PROTO),
def(WSDEBUG_TRACE),
def(DEBUG),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
!def(FEAT_MBYTE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
!def(FEAT_RIGHTLEFT),
def(WSDEBUG),
