def(WSDEBUG),
def(LESSTIF_VERSION),
True,
def(DEBUG),
def(FEAT_CLIPBOARD),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(__BORLANDC__),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
