(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
def(FEAT_PROFILE),
def(_WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(NBDEBUG),
!def(INET_SOCKETS),
def(MAIN),
def(DEBUG),
True,
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(FEAT_FKMAP),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_W32),
def(WIN32),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(UNIX),
!def(FEAT_GUI_GTK),
def(FEAT_FLOAT),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
!def(FEAT_PROFILE),
def(__MINT__),
def(FEAT_BEVAL_GUI),
def(FEAT_TERMRESPONSE),
def(FEAT_JOB_CHANNEL),
def(FEAT_MBYTE),
def(UNIX),
def(JUMPLIST_ROTATE),
