def(FEAT_SUN_WORKSHOP),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(FEAT_PROFILE),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(_WIN32),
!def(INET_SOCKETS),
def(WIN32),
!def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
def(PROTO),
!def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(DEBUG),
def(INET_SOCKETS),
def(MAIN),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_W32),
def(FEAT_BEVAL_GUI),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
True,
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
