(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
True,
(def(NBDEBUG)&def(FEAT_GUI_W32)),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(EBCDIC),
!def(FEAT_BEVAL),
!def(RISCOS),
!def(FEAT_RIGHTLEFT),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
!def(NO_CONSOLE),
!def(WIN64),
!def(EBCDIC),
def(FEAT_GUI_MOTIF),
!def(FEAT_GUI_MOTIF),
def(FEAT_FKMAP),
def(FEAT_CLIPBOARD),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
def(WIN64),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
def(DEBUG),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
def(NBDEBUG),
def(FEAT_GUI),
