def(FEAT_FKMAP),
!def(PROTO),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(FEAT_CLIPBOARD),
!def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(__BORLANDC__),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(FEAT_MBYTE),
True,
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(PROTO),
def(MCH_WRITE_DUMP),
