!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
!def(PROTO),
def(JUMPLIST_ROTATE),
True,
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(WSDEBUG),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
!def(INET_SOCKETS),
def(NBDEBUG),
def(DEBUG),
