def(WSDEBUG_SENSE),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_FKMAP),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
def(PROTO),
True,
def(FEAT_RIGHTLEFT),
def(FEAT_MBYTE),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
!def(PROTO),
def(FEAT_GUI),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
