def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
!def(FEAT_PROFILE),
def(__MINT__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_GUI),
def(WSDEBUG),
def(FEAT_PROFILE),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TOOLBAR),
def(FEAT_JOB_CHANNEL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
True,
def(FEAT_TERMRESPONSE),
def(MAIN),
!def(FEAT_GUI_W32),
def(_WIN32),
def(FEAT_BEVAL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(PROTO),
def(FEAT_MBYTE),
def(WIN32),
