def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
!def(PROTO),
def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(WSDEBUG),
def(DEBUG),
!def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
