def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_JOB_CHANNEL),
def(WIN32),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(NBDEBUG),
True,
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_BEVAL),
!def(FEAT_PROFILE),
def(__MINT__),
!def(INET_SOCKETS),
def(DEBUG),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(_WIN32),
!def(FEAT_GUI_GTK),
def(MAIN),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
