!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
!def(INET_SOCKETS),
def(PROTO),
!def(RISCOS),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
!def(FEAT_MBYTE),
def(DEBUG),
def(INET_SOCKETS),
def(FEAT_MBYTE),
def(FEAT_EMACS_TAGS),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
!def(FEAT_EMACS_TAGS),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
True,
!def(PROTO),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(RISCOS),
