def(FEAT_CLIPBOARD),
def(__BORLANDC__),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
!def(PROTO),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_FKMAP),
True,
def(WSDEBUG),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_BEVAL),
def(DEBUG),
def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
