def(FEAT_MBYTE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL),
def(FEAT_FKMAP),
True,
!def(PROTO),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
!def(FEAT_EMACS_TAGS),
!def(FEAT_GUI_GTK),
def(FEAT_EMACS_TAGS),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(DEBUG),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
