(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(INET_SOCKETS),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(WIN32),
def(LESSTIF_VERSION),
True,
def(DEBUG),
def(MAIN),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(PROTO),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(JUMPLIST_ROTATE),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(_WIN32),
def(__MINT__),
