def(__MINT__),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(PROTO),
True,
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(FEAT_GUI),
!def(INET_SOCKETS),
def(DEBUG),
def(NBDEBUG),
def(FEAT_TOOLBAR),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
def(MAIN),
def(WSDEBUG),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_GTK),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
