def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
!def(FEAT_BEVAL),
def(__BORLANDC__),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(FEAT_FKMAP),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
!def(FEAT_EMACS_TAGS),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(FEAT_EMACS_TAGS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
True,
def(PROTO),
!def(PROTO),
def(FEAT_RIGHTLEFT),
def(NBDEBUG),
