def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(__BORLANDC__),
!def(PROTO),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
True,
!def(FEAT_GUI_GTK),
def(DEBUG),
!def(INET_SOCKETS),
