def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
def(PROTO),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_GTK),
def(RISCOS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_RIGHTLEFT),
def(FEAT_MBYTE),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(NBDEBUG),
True,
def(MCH_WRITE_DUMP),
def(DEBUG),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
!def(RISCOS),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
!def(FEAT_MBYTE),
