!def(PROTO),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(DEBUG),
def(FEAT_TOOLBAR),
def(PROTO),
def(INET_SOCKETS),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
def(WSDEBUG),
True,
!def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
