!def(EBCDIC),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
def(FEAT_FKMAP),
def(DEBUG),
!def(RISCOS),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
def(FEAT_GUI_MOTIF),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
!def(WIN64),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(NBDEBUG),
!def(FEAT_GUI_MOTIF),
True,
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(WIN64),
def(FEAT_GUI_W32),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
def(FEAT_CLIPBOARD),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
!def(FEAT_RIGHTLEFT),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
def(EBCDIC),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
!def(FEAT_MBYTE),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
