def(INET_SOCKETS),
def(FEAT_GUI),
def(DEBUG),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
True,
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
