def(__MINT__),
!def(INET_SOCKETS),
!def(FEAT_PROFILE),
def(_WIN32),
def(INET_SOCKETS),
def(FEAT_BEVAL_GUI),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
True,
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(MAIN),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WIN32),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_GUI),
def(FEAT_PROFILE),
def(FEAT_JOB_CHANNEL),
