def(EBCDIC),
def(FEAT_BEVAL),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(EBCDIC),
def(LESSTIF_VERSION),
def(PROTO),
def(WSDEBUG),
def(FEAT_FKMAP),
def(DEBUG),
def(FEAT_GUI_GTK),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
!def(FEAT_MBYTE),
def(FEAT_GUI_W32),
def(RISCOS),
!def(PROTO),
def(JUMPLIST_ROTATE),
!def(RISCOS),
!def(FEAT_BEVAL),
def(FEAT_MBYTE),
