def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
!def(FEAT_BEVAL),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
!def(PROTO),
def(FEAT_BEVAL),
True,
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
