def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(DEBUG),
def(FEAT_JOB_CHANNEL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(INET_SOCKETS),
def(_WIN32),
def(PROTO),
True,
def(FEAT_GUI_W32),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_BEVAL_GUI),
def(WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
!def(FEAT_PROFILE),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(__MINT__),
def(FEAT_PROFILE),
def(NBDEBUG),
