def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_MBYTE),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
True,
def(FEAT_GUI),
def(NBDEBUG),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(FEAT_BEVAL),
def(FEAT_CLIPBOARD),
