!def(NO_CONSOLE),
def(PROTO),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(DEBUG),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__BORLANDC__),
True,
def(WSDEBUG),
!def(PROTO),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
