def(FEAT_BEVAL),
def(NBDEBUG),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
True,
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(DEBUG),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
def(PROTO),
