!def(INET_SOCKETS),
def(NBDEBUG),
def(__BORLANDC__),
def(WSDEBUG),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(DEBUG),
def(PROTO),
def(FEAT_BEVAL),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
True,
def(LESSTIF_VERSION),
def(FEAT_GUI),
