def(__MINT__),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_JOB_CHANNEL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WIN32),
def(PROTO),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_PROFILE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(LESSTIF_VERSION),
def(DEBUG),
def(WSDEBUG),
def(WSDEBUG_TRACE),
!def(FEAT_PROFILE),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(MAIN),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
