def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(FEAT_JOB_CHANNEL),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(NBDEBUG),
def(_WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
True,
def(WIN32),
def(JUMPLIST_ROTATE),
def(MAIN),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__MINT__),
def(WSDEBUG),
def(INET_SOCKETS),
def(DEBUG),
def(WSDEBUG_SENSE),
