def(LESSTIF_VERSION),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
True,
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(PROTO),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(DEBUG),
!def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
