def(MCH_WRITE_DUMP),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
!def(INET_SOCKETS),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
