def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(WSDEBUG_TRACE),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(FEAT_TOOLBAR),
True,
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(PROTO),
