def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(NBDEBUG),
!def(EBCDIC),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
True,
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
!def(PROTO),
def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
def(RISCOS),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(EBCDIC),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(WSDEBUG_TRACE),
!def(RISCOS),
!def(FEAT_RIGHTLEFT),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
def(PROTO),
def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
!def(FEAT_MBYTE),
