def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(NBDEBUG),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__BORLANDC__),
def(PROTO),
!def(PROTO),
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(DEBUG),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
True,
def(FEAT_BEVAL),
