!def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_CLIPBOARD),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(PROTO),
def(NBDEBUG),
True,
def(LESSTIF_VERSION),
def(FEAT_MBYTE),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(DEBUG),
