!def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(DEBUG),
!def(INET_SOCKETS),
def(WIN32),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_PROFILE),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(_WIN32),
def(__MINT__),
!def(FEAT_GUI_W32),
def(PROTO),
def(NBDEBUG),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(MAIN),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI),
def(FEAT_JOB_CHANNEL),
def(FEAT_SUN_WORKSHOP),
