!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_MBYTE),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
True,
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
!def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(DEBUG),
def(FEAT_RIGHTLEFT),
def(PROTO),
