(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
(!def(FEAT_BEVAL)&def(NOIME)),
def(FEAT_TOOLBAR),
(!def(PROTO)&!def(__BORLANDC__)),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
!def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
(!def(FEAT_BEVAL)&def(FEAT_TOOLBAR)),
(!def(FEAT_BEVAL)&def(FEAT_MBYTE_IME)),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
True,
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
!def(RISCOS),
!def(FEAT_BEVAL),
!def(EBCDIC),
def(FEAT_FKMAP),
def(EBCDIC),
!def(LESSTIF_VERSION),
def(FEAT_DND),
