def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(DEBUG),
True,
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(FEAT_FKMAP),
!def(PROTO),
!def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(NBDEBUG),
def(INET_SOCKETS),
def(PROTO),
