!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
def(MAIN),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(NBDEBUG),
def(_WIN32),
def(WSDEBUG),
True,
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(PROTO),
def(LESSTIF_VERSION),
def(DEBUG),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
