def(PROTO),
def(FEAT_GUI),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
def(MAIN),
True,
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(WIN32),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
def(_WIN32),
def(__MINT__),
!def(FEAT_GUI_W32),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
